month,ADM3_EN,LST_day_mean,temp_mean,no2_mean,no2_lag1,no2_neighbor_lag1,NTL_mean,TCI,pop_sum_m,road_len,poi_count,lu_industrial_area,lu_commercial_area,lu_residential_area,lu_retail_area,lu_farmland_area,lu_farmyard_area,road_primary_len,road_motorway_len,road_trunk_len,road_secondary_len,road_tertiary_len,road_residential_len,grassland_a,cropland_a,built_up_a,snow_a,water_bod_a,wetland_a,sparse_veg_a,mangroves_a,moss_a,unclassified_a,non_built_area
2023-01,Al-Tarmiya,21.597267469675263,12.949733068031298,0.09346855375346287,0.09478479594726755,0.09483603353634121,7348.230896515826,25142.03203105249,34473.1328034387,619183.7778610124,0.0,3659038.1165034925,0.0,7864642.679154835,0.0,0.0,0.0,0.0,0.0,30270.2725122064,18545.213002519056,109022.32147646333,336028.95864970837,5832567.741935484,199977209.67741936,70569367.74193548,0.0,18681070.967741936,120545.16129032258,143815806.4516129,0.0,0.0,0.0,269078703.2258065
2023-01,Al-Wihda,39.651953290851566,14.198768795433303,0.2581457599629224,0.2634393689654048,0.2635964421405895,18627.836200611135,685678.0019470036,267353.9322093949,1127112.958381378,0.0,16697614.304435287,0.0,16536850.710270565,0.0,168113009.65375644,0.0,40657.427243024526,0.0,2383.4684307440307,69528.26803337547,25644.330652120105,530572.5400789558,14259425.806451613,478975235.483871,170314067.7419355,0.0,46771303.22580645,348209.67741935485,346410025.8064516,0.0,0.0,0.0,649785661.2903225
2023-01,Al-Yousifya,44.99884888986667,13.646034255005258,0.09549031547315064,0.0970663924458657,0.09714113988268165,4832.893955441445,292665.3497275364,186278.02190041542,989751.6630592459,0.0,443594.3773236439,0.0,7468859.3575591985,0.0,8529765.475294825,0.0,0.0,34939.792551575025,0.0,12513.805739228528,248833.29172907252,514705.7071155318,8203364.516129033,277756329.0322581,97475429.03225806,0.0,26385087.096774194,169245.16129032258,200574325.80645162,0.0,0.0,0.0,374161909.67741936
2023-01,Baghdad Al-Jedeeda,41.55219673581038,13.897994630733939,0.03953330162273761,0.040208001079422524,0.04013955849106344,7115.430861420509,26324209.759264737,1550177.3293495178,1926414.8923112152,25.0,3724702.4678830216,24538.77345906452,50888545.51091906,0.0,635820.8550793825,45519.5201207031,78120.7118595587,26604.352657822586,13332.9778048974,0.0,112717.25485910021,1549195.5996189804,1137187.0967741935,44024877.41935484,12960800.0,0.0,3930000.0,17774.193548387095,29353122.580645163,0.0,0.0,0.0,56638880.64516129
2023-01,Markaz Al-Adhamiya,48.85872149994136,13.409154696718458,0.011531430379200125,0.011741232174757001,0.011724353453147445,3140.391118734311,24320693.49767692,413270.1044921875,678260.7289987259,28.0,1463478.4141839342,124096.6161606157,18501291.405096956,0.0,21307.253363610882,0.0,71773.44033856741,15637.344176865357,0.0,1165.5996442142628,74525.20123217416,396379.1491853033,214448.38709677418,11877790.322580645,4294335.483870968,0.0,1403480.6451612902,28377.419354838712,7858783.870967742,0.0,0.0,0.0,16036896.774193548
2023-01,Markaz Al-Kadhimiya,45.51672417137792,13.202172816809203,0.010678968780911879,0.010889494518247373,0.010860263537848388,3362.993684059534,11403474.043270838,250966.29296875,761666.2940474169,11.0,1463165.9610863656,357441.7641004621,9839878.098902209,0.0,317423.61189713754,0.0,20365.975879416652,9639.07727711964,8358.378796870158,20788.278792626792,75209.00135269336,479810.342366502,293574.1935483871,15091067.741935484,4340332.258064516,0.0,1112309.677419355,5025.806451612903,9599325.806451613,0.0,0.0,0.0,17473545.16129032
2023-01,Markaz Al-Karkh,29.95391707887406,13.507857435857815,0.014777828411287766,0.015048448647765755,0.015049663754748713,4714.731553949861,21890777.69894767,176226.97900390625,737537.1475802874,6.0,118429.53501225388,59974.54743843737,10057658.28952322,0.0,0.0,0.0,71372.12863969109,14098.977033196985,0.0,50811.351119074105,31200.153262300533,252915.8904808316,527935.4838709678,16630519.35483871,4117183.870967742,0.0,1317258.064516129,18983.870967741936,12973300.0,0.0,0.0,0.0,22960145.16129032
2023-01,Markaz Al-Mada'in,42.181204142903965,13.665725083713676,0.07871045102180733,0.08065424730228901,0.08074189459548235,3571.981765648439,2408457.8785321284,157340.69738283008,784614.8945566302,0.0,1020629.5933338087,0.0,15494902.48864539,0.0,147955199.5068391,0.0,22978.465260205634,0.0,42400.93764431812,0.0,42946.43966221097,466992.17827173806,3504874.193548387,130497712.90322581,50502193.548387095,0.0,12306883.870967742,82538.70967741936,88844564.51612903,0.0,0.0,0.0,172240267.7419355
2023-01,Markaz Al-Mahmoudiya,34.023156995734254,13.924403401899747,0.01881886511205917,0.019244936910231596,0.019247206392143584,1458.4599620973283,1449018.0958723673,105058.1675145626,474934.89419771393,1.0,346023.63003000035,0.0,8522.331484903825,0.0,39652796.78559103,0.0,9762.88554475629,7638.868219232798,9296.516086272477,2541.127138113249,57374.54991000951,239884.84561589177,992529.0322580645,40534438.70967742,13702961.290322581,0.0,2996245.1612903224,11864.516129032258,25346625.80645161,0.0,0.0,0.0,47817806.451612905
2023-01,Markaz Al-Thawra,50.62328824141522,13.753141966872418,0.029976415062654208,0.030454039818267695,0.030474165746376444,5366.4984694601535,12791159.529585937,1136725.0809326172,1571223.3599033148,5.0,2610189.752497762,0.0,34155636.04134157,0.0,0.0,0.0,109349.28083820995,12861.668398176407,0.0,49075.55634417157,167318.88828733325,1085157.1937830814,1126309.677419355,29171609.677419353,11270406.451612903,0.0,2796122.580645161,18903.225806451614,23757509.677419353,0.0,0.0,0.0,42429200.0
2023-01,That al Salasil,51.42025120887964,13.492914151013505,0.03479493916632131,0.035461805394202774,0.035495870700766534,2793.059446965188,2740373.07747626,243163.2696170807,498386.7084781485,0.0,0.0,0.0,6333916.509548989,0.0,325895.44808171515,0.0,0.0,3718.2093128637,14451.666038418665,2326.787823242957,18441.066308947826,357888.88311302545,2037645.1612903227,70060977.41935484,23838419.35483871,0.0,7225267.741935484,46638.709677419356,50109500.0,0.0,0.0,0.0,94750667.74193548
2023-02,Abu Ghraib,31.729907329741277,18.103519866867188,0.12123108103961458,0.12077892967967398,0.12086129641240345,12711.537054463179,2420926.663910583,511190.9400630258,2712699.213788659,2.0,2537541.14999564,129607.86114332972,24369147.33893907,0.0,32979290.45003036,8734.319149440966,72805.03451800304,134296.27876735094,0.0,42553.4290810655,267884.15421013493,1157555.2701199725,9757592.857142856,334591821.4285714,118632189.28571428,0.0,32548707.14285714,242407.14285714287,232936707.14285713,0.0,0.0,0.0,439839003.5714286
2023-02,Al-Fahama,50.98882584096091,17.196765143330325,0.03917278062754818,0.03902823882505339,0.039034404210551085,9017.994647826252,26440768.423123054,1019493.0495032072,1771263.6729372211,2.0,2167029.6860050433,118161.36714623315,39258135.535683826,0.0,1072887.102717862,0.0,9374.771374451,23504.337299746076,31207.293767440548,4882.810603610558,165507.88646717503,1322054.2464479269,1892710.7142857143,55866439.28571428,21270435.714285713,0.0,6093725.0,30728.571428571428,44519346.42857143,0.0,0.0,0.0,81103250.0
2023-02,Al-Jisr,39.63341305172496,17.60451290386237,0.04576305084083265,0.0448123759014084,0.04482728560844637,5708.8653507821045,5810094.607199996,253789.57445979118,678416.5284410594,0.0,1794012.322090416,2846963.007001565,9367158.148469036,0.0,18935815.824497905,0.0,29253.292782954315,0.0,31548.343818136913,14049.948014256903,52184.422521209235,383536.9004022084,1914203.5714285714,70652767.85714285,23312275.0,0.0,6104735.714285715,27164.285714285714,46004142.85714286,0.0,0.0,0.0,88638271.42857143
2023-02,Al-Karrada Al-Sharqia,25.764301640671327,17.773982487300948,0.03773789620477451,0.03732782205705991,0.03716009659666588,8600.248408339454,55349422.346690506,680465.4120788574,1657440.0318232388,10.0,4745724.446622042,94917.11366155212,26925802.816666882,0.0,6301525.783863613,0.0,86620.55179802734,32598.567966246515,3730.4275985512795,40736.417691459355,118433.36244344774,848213.4538740629,1488028.5714285714,40485582.14285714,14330353.57142857,0.0,3573282.1428571427,21150.0,31851717.85714286,0.0,0.0,0.0,55664060.71428572
2023-02,Al-Latifya,22.17962797065051,18.182213365591018,0.12223607302567312,0.12124853368839121,0.12133673667230528,5016.881038341816,307396.95459728496,159862.81026115268,882748.5264874352,0.0,1386306.4250301514,462426.89094855293,2360183.3861721265,0.0,215519272.23651242,0.0,7899.5508333649905,58368.58811166041,39685.81001155781,40019.46139710739,59683.64922568426,284648.2316475055,7951882.142857143,269990092.85714287,93186575.0,0.0,26002700.0,207757.14285714284,193223003.57142857,0.0,0.0,0.0,363326160.71428573
2023-02,Al-Mamoon,33.68078349188783,17.26717356525928,0.04506661013975599,0.044483891443858385,0.044450725620612364,6607.652248806612,18164854.551543962,324112.64024195075,1185053.015478286,1.0,8769701.115181899,0.0,19642234.808717363,0.0,34614460.627042085,0.0,680.9151349607389,33251.72783013728,7586.829041479024,22652.577476209844,68630.38237224169,689251.5862863507,1669775.0,59375114.28571428,21081128.57142857,0.0,4908353.571428572,48896.42857142857,40284082.14285714,0.0,0.0,0.0,75996464.28571428
2023-02,Al-Mansour,26.958470642863077,17.7056289426368,0.05267584768948025,0.05251983807477196,0.05247850232975985,18363.242280458115,83663172.33621061,1086294.2109985352,3493926.4950355995,24.0,2482145.991256376,648501.7193567418,65886799.652922064,420885.1219456722,3985924.51500442,647183.5637577858,142553.14334609068,70427.55183676274,18492.56611803125,116670.16424875188,220111.86625574302,2315260.3123901803,1799425.0,76088982.14285715,27017075.0,0.0,7826521.428571428,52964.28571428572,53075350.0,0.0,0.0,0.0,101513503.57142857
2023-02,Al-Rashdia,36.03989631023885,16.885649494981926,0.030737662729775975,0.030687031238021092,0.030734844167359374,7809.687985368814,1604521.7202425732,246273.38759011775,748928.7330197312,0.0,1053256.5229898782,125291.37264391742,25489424.06538599,0.0,0.0,0.0,6806.950502096051,0.0,26697.362927162652,0.0,137556.2284637159,481483.81786753767,1737160.7142857143,65146717.85714286,23416607.14285714,0.0,6697817.857142857,83442.85714285714,44742464.28571428,0.0,0.0,0.0,85398471.42857143
2023-02,Al-Rasheed,44.83980600543958,17.579488108806846,0.09990171066064552,0.0988772114863103,0.09889235103722627,6366.912640540745,4990140.241153574,247356.3871642202,1709487.4882599532,0.0,16776245.674221065,266454.5152654849,7955664.464772243,0.0,65718087.82190914,0.0,12052.938073820531,66085.78452219206,41707.258199125536,14753.680365639077,176029.95871407512,834155.0548772219,4508553.571428572,160382696.42857143,56370671.42857143,0.0,16751896.42857143,118078.57142857142,111780260.71428572,0.0,0.0,0.0,213316739.2857143
2023-02,Al-Taji,42.38404126246414,17.503902794055143,0.06536894462731825,0.06532805755982175,0.06538806913659773,11166.079056085597,9025378.963663535,424827.79959997535,1247060.72200731,0.0,3900515.974850072,568583.5929085347,15833881.590954712,0.0,1596054.5846345243,0.0,0.0,0.0,67836.2538445008,10393.673766619153,276433.15158655506,581038.7532516399,4990571.428571428,173914628.57142857,62445110.71428572,0.0,15723057.142857144,80310.71428571429,119732857.14285715,0.0,0.0,0.0,229032900.0
2023-02,Al-Tarmiya,21.699009039313726,17.052492291555264,0.06941415749479848,0.06963109850529718,0.06966373092002812,7599.718068827738,1941.698136723666,34473.1328034387,619183.7778610124,0.0,3659038.1165034925,0.0,7864642.679154835,0.0,0.0,0.0,0.0,0.0,30270.2725122064,18545.213002519056,109022.32147646333,336028.95864970837,5901925.0,199128585.7142857,71008935.71428572,0.0,18921964.285714287,126282.14285714286,144005832.14285713,0.0,0.0,0.0,269334092.85714287
2023-02,Al-Wihda,39.71449704597487,18.310240735846946,0.19058248007837877,0.18849959639343522,0.1886695876014899,18468.18128475682,1076860.7537838998,267353.9322093949,1127112.958381378,0.0,16697614.304435287,0.0,16536850.710270565,0.0,168113009.65375644,0.0,40657.427243024526,0.0,2383.4684307440307,69528.26803337547,25644.330652120105,530572.5400789558,14096025.0,484517150.0,169548328.57142857,0.0,45784014.28571428,337403.5714285714,342434078.5714286,0.0,0.0,0.0,645066285.7142857
2023-02,Al-Yousifya,45.03441898262581,17.38445889543608,0.11168277794034233,0.1111303299038435,0.11114433453560714,5144.609231522148,149542.78838479787,186278.02190041542,989751.6630592459,0.0,443594.3773236439,0.0,7468859.3575591985,0.0,8529765.475294825,0.0,0.0,34939.792551575025,0.0,12513.805739228528,248833.29172907252,514705.7071155318,8032264.285714285,276992146.4285714,94491535.71428572,0.0,27362528.57142857,170546.42857142858,200403321.42857143,0.0,0.0,0.0,376992600.0
2023-02,Baghdad Al-Jedeeda,41.340093490852965,17.71516095588766,0.03170284182558259,0.03145789171037604,0.03145163327778206,8231.669346127468,27139490.370485354,1550177.3293495178,1926414.8923112152,25.0,3724702.4678830216,24538.77345906452,50888545.51091906,0.0,635820.8550793825,45519.520120703106,78120.7118595587,26604.352657822586,13332.977804897399,0.0,112717.25485910021,1549195.5996189804,897842.8571428572,40554117.85714286,17457364.285714287,0.0,4108728.5714285714,14089.285714285714,27316307.14285714,0.0,0.0,0.0,55424160.71428572
2023-02,Markaz Al-Adhamiya,49.08848272210082,17.50875396463497,0.009731735623732526,0.009720680212830632,0.00972251174549399,3535.7450656035007,27368563.41173883,413270.1044921875,678260.7289987259,28.0,1463478.4141839342,124096.6161606157,18501291.405096956,0.0,21307.253363610886,0.0,71773.44033856741,15637.344176865357,0.0,1165.5996442142628,74525.20123217416,396379.1491853033,338182.14285714284,13534817.857142856,4039425.0,0.0,1356221.4285714286,4225.0,7801967.857142857,0.0,0.0,0.0,14680228.57142857
2023-02,Markaz Al-Kadhimiya,44.87933074156019,17.151258462778685,0.009446858867827807,0.009445980034716542,0.009436139375240044,4038.1492109665505,15429126.232055623,250966.29296875,761666.2940474169,11.0,1463165.9610863656,357441.7641004621,9839878.098902209,0.0,317423.61189713754,0.0,20365.975879416652,9639.07727711964,8358.378796870158,20788.278792626792,75209.00135269336,479810.3423665019,372503.5714285714,13951164.285714285,4777357.142857143,0.0,1450207.1428571427,13203.571428571428,8944775.0,0.0,0.0,0.0,18047103.57142857
2023-02,Markaz Al-Karkh,29.630743345951934,17.45948564567221,0.013880089890309423,0.013841729146720869,0.01380500623795633,5264.511872583494,22513999.530497883,176226.97900390625,737537.1475802874,6.0,118429.53501225388,59974.54743843737,10057658.28952322,0.0,0.0,0.0,71372.12863969107,14098.977033196985,0.0,50811.351119074105,31200.153262300533,252915.8904808316,442839.28571428574,16552446.42857143,5354150.0,0.0,1650675.0,8646.42857142857,11339746.42857143,0.0,0.0,0.0,21862567.85714286
2023-02,Markaz Al-Mada'in,42.400981865025734,16.6237556354158,0.07073655761151763,0.06800565904531561,0.0679817163983105,4240.323796919513,3460881.128620756,157340.69738283008,784614.8945566302,0.0,1020629.5933338087,0.0,15494902.48864539,0.0,147955199.5068391,0.0,22978.465260205634,0.0,42400.93764431812,0.0,42946.43966221098,466992.17827173806,4093617.8571428573,128477550.0,48962110.71428572,0.0,12322317.857142856,98717.85714285714,96356267.85714285,0.0,0.0,0.0,176043157.14285713
2023-02,Markaz Al-Mahmoudiya,33.88406723023194,17.425325193824477,0.01963285610744265,0.019449820685556726,0.019410566307567732,1448.260231963533,781201.8335384991,105058.1675145626,474934.89419771393,1.0,346023.63003000035,0.0,8522.331484903825,0.0,39652796.78559103,0.0,9762.88554475629,7638.868219232798,9296.516086272479,2541.1271381132487,57374.54991000951,239884.84561589177,1035342.8571428572,40519032.14285714,12735303.57142857,0.0,2927757.1428571427,8689.285714285714,26590217.85714286,0.0,0.0,0.0,49075714.28571428
2023-02,Markaz Al-Thawra,50.67814238777951,17.834539732375614,0.02328441352872742,0.02323769742221952,0.023249104189703836,6294.327896537604,14510063.542114701,1136725.0809326172,1571223.3599033148,5.0,2610189.752497762,0.0,34155636.04134157,0.0,0.0,0.0,109349.28083820995,12861.668398176407,0.0,49075.556344171564,167318.88828733325,1085157.1937830814,1099635.7142857143,28854235.714285713,8615425.0,0.0,2891189.285714286,17878.571428571428,24827746.42857143,0.0,0.0,0.0,45342853.571428575
2023-02,That al Salasil,51.577899784023764,17.60233229626668,0.026221610183640776,0.026214255697088153,0.026283135580358576,3801.7444849293124,4477981.20390324,243163.2696170807,498386.7084781485,0.0,0.0,0.0,6333916.509548989,0.0,325895.44808171515,0.0,0.0,3718.2093128636993,14451.666038418665,2326.787823242957,18441.066308947826,357888.88311302545,2100217.8571428573,69755510.71428572,22316542.85714286,0.0,6817300.0,37517.857142857145,53332107.14285714,0.0,0.0,0.0,96559910.71428572
2023-03,Abu Ghraib,31.693230508019273,24.269487438615393,0.10312204193790304,0.10330391425709878,0.10331211250258776,12934.303068306348,3355624.6031588935,511190.9400630258,2712699.213788659,2.0,2537541.1499956404,129607.86114332972,24369147.33893907,0.0,32979290.45003036,8734.319149440966,72805.03451800304,134296.27876735094,0.0,42553.4290810655,267884.15421013493,1157555.2701199725,9571241.935483871,330806222.58064514,115526519.35483871,0.0,32059200.0,243606.4516129032,238860593.5483871,0.0,0.0,0.0,446641338.7096774
2023-03,Al-Fahama,50.85537997409939,24.570348949598372,0.037078569092458824,0.037413533312705985,0.037451987048916946,10097.270259113713,26830501.388433095,1019493.0495032072,1771263.6729372211,2.0,2167029.6860050433,118161.36714623315,39258135.535683826,0.0,1072887.102717862,0.0,9374.771374451,23504.337299746076,31207.293767440548,4882.810603610558,165507.88646717503,1322054.2464479269,1618316.1290322582,58738961.29032258,17418970.967741936,0.0,6385448.387096774,53145.16129032258,43354441.93548387,0.0,0.0,0.0,81801067.74193548
2023-03,Al-Jisr,39.73077499957254,24.687592233620418,0.03880984633276856,0.03946210863477086,0.03946588944723152,4979.664261479031,5100346.740841412,253789.57445979118,678416.5284410594,0.0,1794012.322090416,2846963.0070015644,9367158.148469036,0.0,18935815.824497905,0.0,29253.292782954315,0.0,31548.343818136913,14049.948014256903,52184.422521209235,383536.9004022084,1924541.935483871,67942425.80645162,25031864.51612903,0.0,6613967.741935484,42548.3870967742,49017512.90322581,0.0,0.0,0.0,89873732.25806451
2023-03,Al-Karrada Al-Sharqia,25.78261399774541,24.754057626273834,0.030589127449902494,0.031034358067533532,0.031036618838166965,8706.375796310745,58022413.3348704,680465.4120788574,1657440.0318232388,10.0,4745724.446622042,94917.11366155212,26925802.816666882,0.0,6301525.783863613,0.0,86620.55179802734,32598.567966246515,3730.4275985512795,40736.417691459355,118433.36244344774,848213.4538740629,1023480.6451612903,38880016.129032254,13568477.41935484,0.0,4298183.870967742,33919.35483870968,30877400.0,0.0,0.0,0.0,57546477.41935484
2023-03,Al-Latifya,22.303178162943716,25.028524304645565,0.0809298839782706,0.08149103181848089,0.08151011976960743,4222.1698602051565,493658.96366580034,159862.81026115268,882748.5264874352,0.0,1386306.4250301514,462426.89094855293,2360183.3861721265,0.0,215519272.23651242,0.0,7899.5508333649905,58368.58811166041,39685.81001155781,40019.46139710739,59683.64922568426,284648.2316475055,7811458.064516129,269498119.3548387,97360890.32258065,0.0,25572483.870967742,190306.45161290324,191261480.6451613,0.0,0.0,0.0,359683016.12903225
2023-03,Al-Mamoon,33.517648120180276,24.126022806677128,0.03583245191264138,0.0363652194547634,0.03625777148506499,6438.5530272671,19920905.142643474,324112.64024195075,1185053.015478286,1.0,8769701.115181899,0.0,19642234.808717363,0.0,34614460.627042085,0.0,680.9151349607389,33251.72783013728,7586.829041479024,22652.577476209844,68630.38237224169,689251.5862863507,1748754.8387096773,59669248.38709678,18912864.51612903,0.0,5780729.0322580645,33351.6129032258,40420141.93548387,0.0,0.0,0.0,77334080.64516129
2023-03,Al-Mansour,26.856843741294984,24.89730186650591,0.04320106870515062,0.04341449727885529,0.04330977228771791,19368.57682108879,93598813.96846214,1086294.2109985352,3493926.4950355995,24.0,2482145.991256376,648501.7193567418,65886799.652922064,420885.1219456722,3985924.51500442,647183.5637577858,142553.14334609068,70427.55183676274,18492.56611803125,116670.16424875188,220111.86625574302,2315260.3123901803,2383261.290322581,76822177.41935484,27126590.322580647,0.0,8230738.70967742,67448.3870967742,52862796.77419355,0.0,0.0,0.0,101050796.77419356
2023-03,Al-Rashdia,36.18956948973526,23.74394353570252,0.029959131056398778,0.03011230057229269,0.03015689479963631,8078.892677231804,668100.1803850173,246273.38759011775,748928.7330197312,0.0,1053256.5229898784,125291.37264391742,25489424.06538599,0.0,0.0,0.0,6806.950502096051,0.0,26697.362927162652,0.0,137556.2284637159,481483.81786753767,1928441.935483871,66426119.35483871,22709090.322580647,0.0,6535435.483870967,75835.48387096774,43990358.06451613,0.0,0.0,0.0,84328141.93548387
2023-03,Al-Rasheed,45.05759563876953,24.701028271911888,0.07000248236561409,0.07079785425654789,0.07085477191462711,6892.327205139373,3552397.403460295,247356.3871642202,1709487.4882599534,0.0,16776245.674221065,266454.5152654849,7955664.464772243,0.0,65718087.82190914,0.0,12052.938073820531,66085.78452219206,41707.258199125536,14753.680365639077,176029.95871407512,834155.0548772219,4911019.354838709,159517658.06451613,54477467.741935484,0.0,16053222.58064516,149225.8064516129,115518406.4516129,0.0,0.0,0.0,215783525.80645162
2023-03,Al-Taji,42.48285984152517,23.961867989035262,0.07243809361188543,0.07256327071575848,0.07257201948995472,11248.108889674206,8966111.385566738,424827.79959997535,1247060.72200731,0.0,3900515.9748500725,568583.5929085347,15833881.590954712,0.0,1596054.5846345243,0.0,0.0,0.0,67836.2538445008,10393.673766619153,276433.15158655506,581038.7532516399,5208903.225806451,171074251.61290324,61775796.77419355,0.0,15854354.838709677,71025.80645161291,126486122.58064516,0.0,0.0,0.0,233297725.80645162
2023-03,Al-Tarmiya,21.622291420504965,23.269744502970983,0.067787517955844,0.0681006123208084,0.06819719973936404,7324.485040366067,5920.057756570847,34473.1328034387,619183.7778610124,0.0,3659038.1165034925,0.0,7864642.679154835,0.0,0.0,0.0,0.0,0.0,30270.2725122064,18545.213002519056,109022.32147646333,336028.95864970837,5753029.0322580645,199180958.06451613,72137061.29032259,0.0,19459235.48387097,125651.6129032258,141516245.16129032,0.0,0.0,0.0,268114887.0967742
