month,ADM3_EN,LST_day_mean,no2_mean,no2_lag1,no2_neighbor_lag1,NTL_mean,pop_sum_m,road_len,poi_count,lu_industrial_area,lu_commercial_area,lu_residential_area,lu_retail_area,lu_farmland_area,lu_farmyard_area,road_primary_len,road_motorway_len,road_trunk_len,road_secondary_len,road_tertiary_len,road_residential_len,month,ADM3_EN,export,export-raw
Apr-23,Kolfe Keraniyo,24.83983621,0.003154915,0.003138462,0.003142683,991.572753,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Apr-23,Kolfe Keraniyo,0,0
May-23,Kolfe Keraniyo,23.7116399,0.003191695,0.00319591,0.003196186,825.7148748,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,May-23,Kolfe Keraniyo,0,0
Jun-23,Kolfe Keraniyo,23.74353974,0.003365436,0.003358222,0.003361089,826.7534547,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Jun-23,Kolfe Keraniyo,0,0
Jul-23,Kolfe Keraniyo,18.99872782,0.002927152,0.003045081,0.003049452,751.6189269,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Jul-23,Kolfe Keraniyo,5699951.902,310171079.9
Aug-23,Kolfe Keraniyo,22.18478436,0.003237787,0.003091714,0.003089278,887.4441422,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Aug-23,Kolfe Keraniyo,4900812.656,270105028.9
Sep-23,Kolfe Keraniyo,24.33445777,0.00259701,0.002648277,0.002646597,899.2464182,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Sep-23,Kolfe Keraniyo,3829038.196,211385569
Oct-23,Kolfe Keraniyo,26.33474092,0.00289943,0.002886574,0.002884192,1007.594059,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Oct-23,Kolfe Keraniyo,4294426.352,240949921.3
Nov-23,Kolfe Keraniyo,27.81986308,0.003460638,0.003416833,0.00341683,1158.100612,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Nov-23,Kolfe Keraniyo,3972821.962,221228531.1
Dec-23,Kolfe Keraniyo,27.08842116,0.004595189,0.004620234,0.004624194,1339.233443,588912.7861,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Dec-23,Kolfe Keraniyo,4207399.394,237585374.4
Jan-24,Kolfe Keraniyo,26.95326563,0.004197448,0.004188171,0.00418856,1394.161461,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Jan-24,Kolfe Keraniyo,0,0
Feb-24,Kolfe Keraniyo,24.73804066,0.003776451,0.003785541,0.003787433,1086.870378,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Feb-24,Kolfe Keraniyo,0,0
Mar-24,Kolfe Keraniyo,25.73686215,0.003539073,0.003575763,0.003577415,1309.137426,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Mar-24,Kolfe Keraniyo,0,0
Apr-24,Kolfe Keraniyo,22.14213107,0.003271439,0.003206367,0.003206529,1196.356912,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Apr-24,Kolfe Keraniyo,0,0
May-24,Kolfe Keraniyo,26.32137809,0.00345096,0.003460118,0.003460999,1122.76953,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,May-24,Kolfe Keraniyo,0,0
Jun-24,Kolfe Keraniyo,23.74806567,0.003201713,0.003217737,0.003225061,1305.648009,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Jun-24,Kolfe Keraniyo,0,0
Jul-24,Kolfe Keraniyo,19.16372481,0.002745193,0.002785156,0.002793877,1439.879981,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Jul-24,Kolfe Keraniyo,6823767.148,394148061.7
Aug-24,Kolfe Keraniyo,20.08354179,0.002464711,0.002446956,0.002455473,1202.233574,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Aug-24,Kolfe Keraniyo,5859465.998,613958454.3
Sep-24,Kolfe Keraniyo,24.66988627,0.002575636,0.002597397,0.002596787,1178.603368,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Sep-24,Kolfe Keraniyo,5583516.767,631844692
Oct-24,Kolfe Keraniyo,23.42147676,0.002671457,0.002649824,0.002650789,1211.62138,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Oct-24,Kolfe Keraniyo,6123343.153,735089039.3
Nov-24,Kolfe Keraniyo,25.74972831,0.003841471,0.003806631,0.003810021,1812.087273,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Nov-24,Kolfe Keraniyo,5623235.272,688374543.3
Dec-24,Kolfe Keraniyo,26.65471929,0.005441698,0.00538546,0.005388567,1578.084961,608663.7539,999778.8263,10,291846.4279,0,33497229.62,0,72822.25009,3254.004579,59088.20827,0,28389.78651,1999.047591,21921.7924,802951.0312,Dec-24,Kolfe Keraniyo,6130504.784,778916947.9
Jan-23,Lemi Kura,28.20714776,0.004267425,0.004268386,0.004281085,1139.96454,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jan-23,Lemi Kura,0,0
Feb-23,Lemi Kura,32.32774497,0.004125054,0.004158817,0.004181711,1059.636468,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Feb-23,Lemi Kura,0,0
Mar-23,Lemi Kura,22.98924175,0.004398869,0.004379217,0.004386901,847.613006,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Mar-23,Lemi Kura,0,0
Apr-23,Lemi Kura,25.42779006,0.004374841,0.004352857,0.004357837,864.301836,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Apr-23,Lemi Kura,0,0
May-23,Lemi Kura,23.61126922,0.004543746,0.004552763,0.004567351,706.4574446,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,May-23,Lemi Kura,0,0
Jun-23,Lemi Kura,23.53671882,0.004785911,0.004757779,0.004771641,858.6677523,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jun-23,Lemi Kura,0,0
Jul-23,Lemi Kura,20.18788655,0.00504469,0.005154654,0.005162495,730.3891728,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jul-23,Lemi Kura,0,0
Aug-23,Lemi Kura,22.2206046,0.004319761,0.004188342,0.004195165,900.4739676,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Aug-23,Lemi Kura,0,0
Sep-23,Lemi Kura,23.18101037,0.003781497,0.003861925,0.003871504,858.0125107,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Sep-23,Lemi Kura,0,0
Oct-23,Lemi Kura,26.18969784,0.003729414,0.003705036,0.003708306,956.2898533,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Oct-23,Lemi Kura,0,0
Nov-23,Lemi Kura,27.04095299,0.003926807,0.003921901,0.00392763,1038.302631,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Nov-23,Lemi Kura,0,0
Dec-23,Lemi Kura,27.00725684,0.004946981,0.004951773,0.004982249,1273.20861,477004.7303,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Dec-23,Lemi Kura,0,0
Jan-24,Lemi Kura,27.4169688,0.004568396,0.004565798,0.004585862,1295.95282,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jan-24,Lemi Kura,0,0
Feb-24,Lemi Kura,25.19757312,0.004274016,0.00428966,0.004305405,1097.361758,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Feb-24,Lemi Kura,0,0
Mar-24,Lemi Kura,25.61309494,0.004338995,0.004349726,0.004361066,1287.845396,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Mar-24,Lemi Kura,0,0
Apr-24,Lemi Kura,20.90389537,0.004669756,0.004550254,0.004564004,1230.298326,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Apr-24,Lemi Kura,0,0
May-24,Lemi Kura,26.18886081,0.004405081,0.004455645,0.004469254,1187.753738,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,May-24,Lemi Kura,0,0
Jun-24,Lemi Kura,23.95883525,0.004727717,0.00471956,0.004738549,1346.149836,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jun-24,Lemi Kura,0,0
Jul-24,Lemi Kura,18.69484349,0.004861577,0.004858611,0.004873935,1503.852303,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Jul-24,Lemi Kura,0,0
Aug-24,Lemi Kura,19.9132307,0.004396855,0.004457948,0.004459175,1466.914971,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Aug-24,Lemi Kura,0,0
Sep-24,Lemi Kura,23.78997789,0.003469244,0.003509431,0.00351271,1543.894151,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Sep-24,Lemi Kura,0,0
Oct-24,Lemi Kura,22.25015951,0.003333525,0.003328808,0.003333224,1378.789066,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Oct-24,Lemi Kura,0,0
Nov-24,Lemi Kura,25.2569686,0.004011504,0.00399083,0.004005148,1888.678173,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Nov-24,Lemi Kura,0,0
Dec-24,Lemi Kura,26.38125481,0.00491127,0.00486809,0.004911167,1743.3325,491759.5974,1077463.223,4,1712173.996,0,33145748.59,0,1762514.674,50492.57284,59290.56198,0,20492.20363,28991.14627,30113.67819,823739.0228,Dec-24,Lemi Kura,0,0
Jan-23,Lideta,29.1772093,0.000807627,0.000814991,0.000815814,538.2055606,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jan-23,Lideta,0,0
Feb-23,Lideta,33.29199879,0.000860303,0.000856375,0.000855072,499.5629451,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Feb-23,Lideta,0,0
Mar-23,Lideta,24.00685749,0.000729243,0.000739971,0.000737869,345.4787433,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Mar-23,Lideta,0,0
Apr-23,Lideta,26.54761824,0.00066812,0.000657559,0.000656093,340.8317369,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Apr-23,Lideta,0,0
May-23,Lideta,25.0235659,0.000688048,0.000692131,0.000688109,286.4790673,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,May-23,Lideta,0,0
Jun-23,Lideta,24.52948019,0.000715236,0.000710899,0.000708538,310.6456414,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jun-23,Lideta,0,0
Jul-23,Lideta,19.53487564,0.000631999,0.000651004,0.000649294,272.9849467,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jul-23,Lideta,2514548.854,136832792.1
Aug-23,Lideta,24.1391553,0.000719704,0.000691181,0.000689063,279.5056891,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Aug-23,Lideta,2162006.463,119157547.8
Sep-23,Lideta,26.16950621,0.00052054,0.000535723,0.000539857,333.30399,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Sep-23,Lideta,1689190.326,93253302.73
Oct-23,Lideta,28.10760242,0.000575247,0.000571696,0.000572274,339.6174169,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Oct-23,Lideta,1894497.541,106295694.9
Nov-23,Lideta,29.7908269,0.000703951,0.000697592,0.000695115,423.5321621,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Nov-23,Lideta,1752620.914,97595551.52
Dec-23,Lideta,28.41613754,0.001022511,0.001023694,0.001021012,544.1397546,149520.5723,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Dec-23,Lideta,1856105.369,104811416.2
Jan-24,Lideta,27.8711552,0.000937249,0.000934839,0.000930475,579.9442396,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jan-24,Lideta,0,0
Feb-24,Lideta,26.07102628,0.000800284,0.000803452,0.000799399,585.2362719,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Feb-24,Lideta,0,0
Mar-24,Lideta,27.03190496,0.000769793,0.000780533,0.000778643,734.8151677,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Mar-24,Lideta,0,0
Apr-24,Lideta,22.14588757,0.000709084,0.000695191,0.000696079,549.4075211,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Apr-24,Lideta,0,0
May-24,Lideta,27.02986374,0.000725823,0.000726155,0.000726493,498.0008724,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,May-24,Lideta,0,0
Jun-24,Lideta,24.47924622,0.000719621,0.000719163,0.000718598,640.6562458,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jun-24,Lideta,0,0
Jul-24,Lideta,18.70034762,0.000601589,0.000613066,0.000611698,616.0378755,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Jul-24,Lideta,3010322.922,173879459.7
Aug-24,Lideta,21.32964724,0.000580886,0.000572305,0.000569021,517.9342379,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Aug-24,Lideta,2584918.92,270849395.7
Sep-24,Lideta,26.07068185,0.000516723,0.000528862,0.000525412,656.448999,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Sep-24,Lideta,2463183.186,278739956.7
Oct-24,Lideta,24.8521594,0.000559704,0.000554498,0.000552747,753.6173878,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Oct-24,Lideta,2701329.024,324286473.5
Nov-24,Lideta,28.00811459,0.000827687,0.000821399,0.000817831,1066.441269,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Nov-24,Lideta,2480705.11,303678250.1
Dec-24,Lideta,28.08692308,0.001134343,0.001120023,0.001114073,1077.30636,150432.6338,238256.1114,21,127401.4117,490441.6809,5697785.466,641539.5422,3.270979477,0,45984.51644,0,0,13274.69944,8543.116371,143381.5682,Dec-24,Lideta,2704488.397,343621271.3
Jan-23,Nifas Silk Lafto,29.14321162,0.003448222,0.003435547,0.003441348,1206.83,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jan-23,Nifas Silk Lafto,0,0
Feb-23,Nifas Silk Lafto,32.99281357,0.003450389,0.003503163,0.003514484,1136.791301,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Feb-23,Nifas Silk Lafto,0,0
Mar-23,Nifas Silk Lafto,24.82795772,0.00322372,0.003225675,0.003231239,841.5517212,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Mar-23,Nifas Silk Lafto,0,0
Apr-23,Nifas Silk Lafto,27.93117659,0.003137504,0.00309681,0.003100865,987.2798787,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Apr-23,Nifas Silk Lafto,0,0
May-23,Nifas Silk Lafto,25.52869072,0.002988034,0.003009409,0.003012901,862.1250381,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,May-23,Nifas Silk Lafto,0,0
Jun-23,Nifas Silk Lafto,25.06706937,0.003368148,0.003367326,0.003369822,822.0404188,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jun-23,Nifas Silk Lafto,0,0
Jul-23,Nifas Silk Lafto,20.35457653,0.003016275,0.003106331,0.003108837,795.5124529,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jul-23,Nifas Silk Lafto,12044372.38,655411844.5
Aug-23,Nifas Silk Lafto,23.08525985,0.002928825,0.002804636,0.00281481,944.0669615,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Aug-23,Nifas Silk Lafto,10355738.72,570749649.8
Sep-23,Nifas Silk Lafto,25.4404688,0.002474463,0.002525265,0.002529669,895.5751525,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Sep-23,Nifas Silk Lafto,8091008.96,446671577.8
Oct-23,Nifas Silk Lafto,28.0538574,0.002726822,0.002718224,0.002722124,1016.415669,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Oct-23,Nifas Silk Lafto,9074404.67,509142994.1
Nov-23,Nifas Silk Lafto,28.53100711,0.003037637,0.002981383,0.002989603,1037.001237,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Nov-23,Nifas Silk Lafto,8394833.492,467470402.7
Dec-23,Nifas Silk Lafto,27.99587243,0.004056192,0.004106973,0.004120677,1311.792695,546690.8269,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Dec-23,Nifas Silk Lafto,8890510.999,502033485.7
Jan-24,Nifas Silk Lafto,27.83511658,0.00359023,0.003575407,0.003591712,1341.115078,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jan-24,Nifas Silk Lafto,0,0
Feb-24,Nifas Silk Lafto,26.32673727,0.003391766,0.003387145,0.003395234,1100.119413,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Feb-24,Nifas Silk Lafto,0,0
Mar-24,Nifas Silk Lafto,26.44995165,0.003188688,0.00321643,0.003225388,1310.618252,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Mar-24,Nifas Silk Lafto,0,0
Apr-24,Nifas Silk Lafto,23.26125395,0.003154904,0.00308186,0.003087599,1282.122997,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Apr-24,Nifas Silk Lafto,0,0
May-24,Nifas Silk Lafto,28.06593115,0.003320977,0.003341411,0.003343793,1141.769239,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,May-24,Nifas Silk Lafto,0,0
Jun-24,Nifas Silk Lafto,25.8351337,0.003317737,0.003331756,0.003330134,1426.043562,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jun-24,Nifas Silk Lafto,0,0
Jul-24,Nifas Silk Lafto,20.11248276,0.002875634,0.002915379,0.002918523,1567.104545,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Jul-24,Nifas Silk Lafto,14419067.74,832860717.3
Aug-24,Nifas Silk Lafto,22.54650896,0.002538019,0.002514229,0.0025192,1361.336113,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Aug-24,Nifas Silk Lafto,12381436.14,1297334500
Sep-24,Nifas Silk Lafto,25.9804385,0.002372376,0.002403086,0.002406933,1342.672551,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Sep-24,Nifas Silk Lafto,11798337.3,1335129294
Oct-24,Nifas Silk Lafto,25.03791873,0.002512173,0.002499176,0.002499885,1527.727758,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Oct-24,Nifas Silk Lafto,12939025.88,1553291375
Nov-24,Nifas Silk Lafto,26.84790592,0.00330404,0.003274755,0.003278923,1818.850398,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Nov-24,Nifas Silk Lafto,11882265.11,1454580579
Dec-24,Nifas Silk Lafto,27.52055287,0.004498078,0.004454513,0.004466417,1674.500128,560603.6498,1020947.529,8,814229.848,0,29793604.54,10718.5228,630510.8661,0,63965.89918,0,29480.13123,6031.665236,48983.06371,730069.9504,Dec-24,Nifas Silk Lafto,12954158.88,1645902621
Jan-23,Yeka,25.43066719,0.003145877,0.003163188,0.003167536,655.6187752,411173.464,629507.8244,8,6820.175402,22872.03553,19262047.91,0,39209.08001,120688.5704,32713.71023,0,0,51329.66062,19115.57413,406901.7869,Jan-23,Yeka,0,0
Feb-23,Yeka,29.5370466,0.003292208,0.003284597,0.003291911,672.5883472,411173.464,629507.8244,8,6820.175402,22872.03553,19262047.91,0,39209.08001,120688.5704,32713.71023,0,0,51329.66062,19115.57413,406901.7869,Feb-23,Yeka,0,0
Mar-23,Yeka,21.60137815,0.003102919,0.003138102,0.003144155,517.1025702,411173.464,629507.8244,8,6820.175402,22872.03553,19262047.91,0,39209.08001,120688.5704,32713.71023,0,0,51329.66062,19115.57413,406901.7869,Mar-23,Yeka,0,0
Apr-23,Yeka,23.98264384,0.002833957,0.002819414,0.00282228,557.4269628,411173.464,629507.8244,8,6820.175402,22872.03553,19262047.91,0,39209.08001,120688.5704,32713.71023,0,0,51329.66062,19115.57413,406901.7869,Apr-23,Yeka,0,0
May-23,Yeka,21.4117857,0.003111955,0.003085888,0.003087458,657.9201448,411173.464,629507.8244,8,6820.175402,22872.03553,19262047.91,0,39209.08001,120688.5704,32713.71023,0,0,51329.66062,19115.57413,406901.7869,May-23,Yeka,0,0
