date,ADM3_EN,LST_day_mean,temp_mean,no2_mean,no2_lag1,no2_neighbor_lag1,NTL_mean,pop_sum_m,road_len,poi_count,lu_industrial_area,lu_commercial_area,lu_residential_area,lu_retail_area,lu_farmland_area,lu_farmyard_area,road_primary_len,road_motorway_len,road_trunk_len,road_secondary_len,road_tertiary_len,road_residential_len,non_built_area
2023-01-02,Gulele,28.1760270565305,25.092095622850444,0.0015713816682317403,0.0012703157311415548,0.0012540508959766716,299.87828821606104,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,8147200
2023-01-02,Kirkos,32.89293776709405,27.51071950325137,0.000831888651568412,0.0007875494115254681,0.0007865531929797597,823.5853913625082,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,5029400
2023-01-02,Kolfe Keraniyo,31.095325157186444,25.87377117102505,0.0022541067990436373,0.0024052838102150338,0.0024077158740315263,1096.8398480680253,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,17234600
2023-01-02,Lemi Kura,29.638724536837504,25.260451703449775,0.003699314207121469,0.003665640945586494,0.003667358633544897,1098.6863165994484,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,28144800
2023-01-02,Lideta,29.321756652650933,26.43000000000003,0.0005367730106484426,0.0004531059021680599,0.0004558326245317815,446.57007641262476,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2528600
2023-01-02,Nifas Silk Lafto,25.72113630315372,24.558844262454198,0.0019575124845124478,0.0024495613039462933,0.002459253913810418,1070.478107849757,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,12808200
2023-01-02,Yeka,26.41062456013558,24.613634353741528,0.0025331246891928424,0.0021571240601620835,0.002161249406016142,667.3367329173618,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,15942700
2023-01-03,Addis Ketema,23.957786305145397,22.53144598598156,0.0014132024233084585,0.0010987266651905326,0.001088829936432703,239.32461643218994,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,7424400
2023-01-03,Akaki Kality,31.290200904132742,26.20791190648881,0.006831527916646898,0.005679214397900045,0.005685570192214779,733.632949432979,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,42532100
2023-01-03,Arada,22.883305910972165,18.600065634649084,0.0005034306401789653,0.0004172368129668385,0.0004181120003301032,191.53265476226807,129547.9833984375,154371.31172405052,6,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676,2951600
2023-01-03,Bole,29.78779236822085,25.982526813801332,0.004093713526445591,0.003297810303062379,0.003289758455498551,1380.560398320357,591126.6415710449,1126020.3433838214,24,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997,22230900
2023-01-03,Gulele,28.1194065050374,25.019578577854926,0.001572947319644922,0.0015713816682317403,0.00156953398922612,252.27182894945145,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,8708400
2023-01-03,Kirkos,33.2532337868481,26.914058386025282,0.0011772654712727056,0.000831888651568412,0.0008287572513619782,718.8840932846069,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,5399400
2023-01-03,Kolfe Keraniyo,31.106463395938142,25.70222139692971,0.0034859578792725944,0.0022541067990436373,0.002253827341325009,872.3606111473507,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,18224300
2023-01-03,Lemi Kura,30.15036227234981,25.088658101820275,0.004516734204555736,0.003699314207121469,0.0036912853294518667,702.3504585954878,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,28527700
2023-01-03,Lideta,29.002800234976217,26.54815231784679,0.0008004250940479184,0.0005367730106484426,0.0005375035114560909,355.5667826334635,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2138500
2023-01-03,Nifas Silk Lafto,25.614308161994824,24.407672411733095,0.00293970718309692,0.0019575124845124478,0.0019592281079397885,781.1124285327064,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,14501200
2023-01-03,Yeka,26.45003913401926,24.497320677820703,0.0028763107586651537,0.0025331246891928424,0.0025281685400837446,430.5122206542227,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,15988400
2023-01-04,Addis Ketema,24.586047619047644,22.640126594405743,0.0013028332080879572,0.0014132024233084585,0.00139703324240924,241.03764168421426,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,5980000
2023-01-04,Akaki Kality,31.03436212520823,26.419955715971213,0.006148508745314849,0.006831527916646898,0.006830610663128054,670.3657442492744,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,43955800
2023-01-04,Arada,22.99151539639945,18.67719813584343,0.0004971230755290027,0.0005034306401789653,0.0005048567334767478,179.97608788808188,129547.9833984375,154371.31172405052,6,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676,3405900
2023-01-04,Bole,29.758354937393985,26.284457509499624,0.0036280050805136167,0.004093713526445591,0.004090307407297039,1380.6045104397667,591126.6415710449,1126020.3433838214,24,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997,23795300
2023-01-04,Gulele,28.706743979689527,24.921215515587264,0.001634192103487724,0.001572947319644922,0.001587287486934297,224.65388484547535,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,8165900
2023-01-04,Kirkos,33.36625992063495,27.020493869502367,0.0010503989939348386,0.0011772654712727056,0.0011798200046753283,760.7531261444092,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,6027600
2023-01-04,Kolfe Keraniyo,31.250451668200032,25.584132703100742,0.0033273561446980683,0.0034859578792725944,0.0034809294067662485,874.6572381125557,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,18034900
2023-01-04,Lemi Kura,29.87474082238432,25.27346791082926,0.003956582667698439,0.004516734204555736,0.004521461506480156,705.6700601602594,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,26441300
2023-01-04,Lideta,28.3880511215077,26.477040491824834,0.0006906458509863538,0.0008004250940479184,0.0007920207346464125,418.6546052296956,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2989800
2023-01-04,Nifas Silk Lafto,25.450408041584527,24.284461299598867,0.0028524167954181523,0.00293970718309692,0.002940610532050268,773.1538509262932,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,13752200
2023-01-04,Yeka,26.55616264671946,24.18277584450127,0.0029317247811685935,0.0028763107586651537,0.002885869003925049,429.4884812589735,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,16078200
2023-01-05,Addis Ketema,24.01875469804783,22.35749120801436,0.0014672280537839717,0.0013028332080879572,0.0013008601358130822,352.1299311319987,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,7046600
2023-01-05,Akaki Kality,30.970527799622477,26.3550346693175,0.008011517140568736,0.006148508745314849,0.006157452002159539,1149.5538613531326,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,41839500
2023-01-05,Arada,21.7526666666667,18.21506468230054,0.0005689000970812245,0.0004971230755290027,0.0004956977458763561,215.0970344543457,129547.9833984375,154371.31172405052,6,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676,3257400
2023-01-05,Bole,29.538363945576194,25.761438194370243,0.0052278424592445555,0.0036280050805136167,0.0036483548800443875,2028.9471039308442,591126.6415710449,1126020.3433838214,24,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997,23179400
2023-01-05,Gulele,28.926853432282034,25.008543983989895,0.0018708840534143352,0.001634192103487724,0.0016369588223053625,288.6325134543909,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,8499200
2023-01-05,Kirkos,33.76274305555558,26.940259377493398,0.0016161776767641364,0.0010503989939348386,0.0010414603043314443,956.9826100667318,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,5579500
2023-01-05,Kolfe Keraniyo,31.49103565465216,25.625983221721153,0.003903321458832156,0.0033273561446980683,0.003320641048370745,1189.6870665550232,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,18294400
2023-01-05,Lemi Kura,29.619706433259786,25.49497320399762,0.0050834664556592205,0.003956582667698439,0.00396483341268012,978.3503749246398,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,25707800
2023-01-05,Lideta,29.26300166823433,26.489567525698824,0.0009382701490485756,0.0006906458509863538,0.0006889172084760124,503.1597684224447,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2645300
2023-01-05,Nifas Silk Lafto,25.611706271882234,24.21631952695781,0.004104065566555487,0.0028524167954181523,0.0028564499322674838,1102.2399742205937,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,15431300
2023-01-05,Yeka,25.993274166064598,24.25888041563098,0.003456299558679093,0.0029317247811685935,0.002915461187643346,578.9345393619603,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,17146500
2023-01-06,Addis Ketema,24.197359860567342,22.162104004386123,0.0018454366530749142,0.0014672280537839717,0.0014662025670848491,562.7736558914185,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,6830400
2023-01-06,Akaki Kality,31.230452216716106,26.46819639511492,0.00756000968192721,0.008011517140568736,0.007990082181549344,2026.4989877297646,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,42767000
2023-01-06,Arada,21.72411602583668,17.633462403647073,0.0007759532306560119,0.0005689000970812245,0.0005726443046465959,302.84564272562665,129547.9833984375,154371.31172405052,6,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676,2770300
2023-01-06,Bole,29.606291649322987,25.794126641379293,0.005194007704582435,0.0052278424592445555,0.005223650207126918,2545.9825659328035,591126.6415710449,1126020.3433838214,24,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997,21841300
2023-01-06,Gulele,28.559002436450648,24.5868998601399,0.0023995744876353794,0.0018708840534143352,0.0018929685161108085,408.150928950972,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,8491800
2023-01-06,Kirkos,33.50309523809526,26.775072067771124,0.00147693367587553,0.0016161776767641364,0.0015893274668025692,1368.3056551615398,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,5919400
2023-01-06,Kolfe Keraniyo,31.50739936922152,25.605239029248985,0.0044578442915523715,0.003903321458832156,0.0038965528233834254,1564.219954278734,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,18731400
2023-01-06,Lemi Kura,29.37186900815384,25.628440062012434,0.005031346484318,0.0050834664556592205,0.005099234177909397,1575.9873218635719,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,25304800
2023-01-06,Lideta,29.397007121255612,26.590839701773284,0.0010126438471319262,0.0009382701490485756,0.0009420861537793627,646.3569374084473,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2785600
2023-01-06,Nifas Silk Lafto,25.686444525415993,24.069839111229733,0.003935411951121333,0.004104065566555487,0.00412433152730649,1625.279373990165,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,17066400
2023-01-06,Yeka,26.046250333980076,24.244725034225063,0.00414924071628251,0.003456299558679093,0.003469449703911426,893.5483352194229,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,16118500
2023-01-07,Addis Ketema,24.213378513021397,21.830728656301098,0.0014253611792079742,0.0018454366530749142,0.0018357894809817891,452.57683181762695,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,6603400
2023-01-07,Akaki Kality,31.265776464070992,26.070184795161733,0.007236208998456089,0.00756000968192721,0.007617254624681509,1474.2996982799636,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,41723300
2023-01-07,Arada,24.576014840845453,17.945621214499592,0.000584476850047449,0.0007759532306560119,0.0007656324216554992,286.98196347554523,129547.9833984375,154371.31172405052,6,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676,2346800
2023-01-07,Bole,29.331417795090736,25.400352782849176,0.004545575699975496,0.005194007704582435,0.00519541834595343,2518.803180615107,591126.6415710449,1126020.3433838214,24,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997,24319600
2023-01-07,Gulele,28.794822871572904,24.234844067852467,0.001818116989381626,0.0023995744876353794,0.002411441895767549,322.0796265585555,191815.6131362915,343757.35125622124,2,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482,9006600
2023-01-07,Kirkos,33.15667129629632,27.440761319936907,0.0012057229956349501,0.00147693367587553,0.0014846060909199969,1128.1598688761394,246195.3955078125,407445.71887208143,27,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186,5490900
2023-01-07,Kolfe Keraniyo,31.53679882910244,25.48918688508879,0.003643723417609838,0.0044578442915523715,0.004480415713595665,1536.8723219765557,588912.7861328125,999778.8262524343,10,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086,17518500
2023-01-07,Lemi Kura,29.725185661729835,25.70981163186524,0.004679198860375155,0.005031346484318,0.005061954866530992,1440.4980383755433,477004.73025512695,1077463.223131778,4,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532,28245400
2023-01-07,Lideta,29.503837726679134,26.663792913778206,0.0007734057340107411,0.0010126438471319262,0.001008856487215776,622.2324642605251,149520.572265625,238256.11138927197,21,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287,2143700
2023-01-07,Nifas Silk Lafto,25.998604575003196,23.872428507828886,0.003270106611886461,0.003935411951121333,0.003939354905926235,1354.3054273923237,546690.8269042969,1020947.5290218766,8,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727,14989000
2023-01-07,Yeka,26.498063968073033,24.84289888682749,0.003351306364755133,0.00414924071628251,0.0041480325680918135,746.3235070705414,411173.4640197754,629507.8244182687,8,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746,16239700
2023-01-08,Addis Ketema,24.097712116377167,21.99020282413094,0.0016515250810521086,0.0014253611792079742,0.0014212281367332552,279.7589790026347,280921.71484375,413244.76971781626,6,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155,5339800
2023-01-08,Akaki Kality,30.9671037838983,26.05445974449295,0.006570474304032957,0.007236208998456089,0.007237496369856535,795.9528026804328,577954.2465810776,1458805.890458251,2,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836,41833800
